LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-117.8293198,33.6581572,5,CERRITO,,,,,,,c399a9f01df97e9b
-117.8133999,33.658253,17,BROADLEAF,,,,,,,5e18d99821bda8bf
-117.7777831,33.6647796,20,HIGHFIELD GLN,,,,,,,a74b04666beecda6
-117.7784515,33.6645133,28,HIGHFIELD GLN,,,,,,,cf9c7f7daa20726f
-117.7796856,33.6641392,28,JAPONICA,,,,,,,22b4a1d1ffb2c51e
-117.7898885,33.6639292,640,SAINT VINCENT,,,,,,,f95e2a4db090c1bf
-117.7789806,33.6637678,16,JAPONICA,,,,,,,5046a7e4877901fa
-117.7476783,33.6636742,167,TECHNOLOGY DR,,,,,,,9a1496a6b3d74e3f
-117.7810534,33.6632266,19,MEDLAR,,,,,,,9f7a8a6a00c7081d
-117.7756324,33.6627587,556,OAKGLEN,,,,,,,c8c685b7b80c82c2
-117.7476012,33.6630161,163,TECHNOLOGY DR,,,,,,,c8c4f634de40e6c1
-117.7768976,33.6621991,784,OAKGLEN,,,,,,,595e5db66d1002c3
-117.7102704,33.6627693,13845,ALTON PKWY,,,,,,,8ee93a2dd7fb550b
-117.7423659,33.6620839,15375,BARRANCA PKWY,,,,,,,dc2baa8f60f1a242
-117.7806665,33.6616935,3,KELSEY LN,,,,,,,c98d70ce3fd298f4
-117.7050335,33.6622835,27,MUSICK,,,,,,,a66949d728865e55
-117.7815486,33.6611358,21,KELSEY LN,,,,,,,3f8798e83dda0a92
-117.8338425,33.6602516,28,NUEVO,,,,,,,73bf4b60c81a0863
-117.7801154,33.6606361,27,PEMBROKE,,,,,,,4fc91169b515a2ab
-117.8348341,33.6598543,6,PALOS,,,,,,,82de46e4a9999276
-117.8350129,33.6597868,10,PALOS,,,,,,,4b39d03380f82388
-117.7797158,33.6603502,28,PEMBROKE,,,,,,,429658f5544bf8b2
-117.804894,33.6597548,17502,ROSA DREW LN,,,,,,,287b689c77481dd1
-117.8323391,33.659426,8,LAGO NORTE,,,,,,,a0835818bed0695a
-117.8188497,33.6594766,10,TAHOE,,,,,,,f1e164c8f75aacce
-117.8041351,33.6595181,5236,MICHELSON DR,,,,,,,bddd2690747cb3e6
-117.8323476,33.6589795,5,MONTANAS NORTE,,,,,,,c12eb4e856f2d0a0
-117.8062202,33.6592737,17632,ROSA DREW LN,,,,,,,8f49b4699390bd78
-117.7957156,33.6715499,87,BRIARGLEN,,,,,,,7a726a36b1f30ed2
-117.792001,33.6711886,G,E YALE LOOP,,,,,,,185d95c7281de9a5
-117.8000529,33.671067,648,SPRINGBROOK N,,,,,,,865d103b5a8ce9ed
-117.7898605,33.6710595,5425,ALTON PKWY,,,,,,,98e4e4e0efd51363
-117.7937708,33.6714649,1,CORNSILK,,,,,,,984608fe6956277c
-117.7970286,33.6714229,18,CARNELIAN,,,,,,,308cad3dbdb4a1f0
-117.8303564,33.6710404,3601,PARKVIEW LN,,,,,,,9335753811818e25
-117.7993633,33.6713471,G,GOLDENROD,,,,,,,7228cdf9423a2258
-117.803195,33.6711966,92,FAIRLAKE,,,,,,,7664cb79bee355ef
-117.8198094,33.6709323,66,ROCKWOOD,,,,,,,bd44199f729722b4
-117.8001013,33.6712126,G,SPRINGBROOK N,,,,,,,365ba9443674a2e5
-117.7953298,33.671273,61,BRIARGLEN,,,,,,,52b08ff15460f180
-117.8295948,33.6708417,3701,PARKVIEW LN,,,,,,,d6c77d4783c0900d
-117.8069491,33.6710524,11,LONGSHORE,,,,,,,686605c52518b855
-117.7934008,33.6711892,11,HAZELNUT,,,,,,,0c8fe52f0afda3bc
-117.8131923,33.6709738,85,THICKET,,,,,,,b777a6e0f1ef6e49
-117.8128892,33.6708074,99,THICKET,,,,,,,8b865dd553d70dbf
-117.8130885,33.670833,79,THICKET,,,,,,,fe4f3731b93a3d8a
-117.8106985,33.6708199,68,GREENBOUGH,,,,,,,0a2ca995debe7db7
-117.8280373,33.6706291,3701,PARKVIEW LN,,,,,,,54e72c3981ef3d7c
-117.796855,33.6709423,11,CHENILE,,,,,,,490f89ea036b2186
-117.8570488,33.6697559,18925,BARDEEN AVE,,,,,,,d4d26c3cd461ef00
-117.8298716,33.6705697,3701,PARKVIEW LN,,,,,,,a24afacb4a2c9d80
-117.820755,33.6706341,177,ROCKWOOD,,,,,,,65df969b3aca1053
-117.7925125,33.6709466,60,SILKBERRY,,,,,,,c681314576a79641
-117.8208495,33.6705611,173,ROCKWOOD,,,,,,,6ed5374f7a9afe6f
-117.7989303,33.6660872,232,GREENMOOR,,,,,,,aa1b0ba0187a6e9a
-117.79403,33.6661123,12,ROBINSONG,,,,,,,b32d402da6cfac87
-117.7783859,33.6662642,26,PRESTON,,,,,,,2176fb2cc1ec488e
-117.7975461,33.6660785,G,GREENMOOR,,,,,,,39f1594a97358379
-117.8050386,33.6659052,55,WINTERMIST,,,,,,,80fece8219838484
-117.8048267,33.6658745,45,WINTERMIST,,,,,,,2739516d3bd3a8e6
-117.797203,33.6658538,G,GREENMOOR,,,,,,,3f9306cab7760cb2
-117.8038731,33.6657364,21,WINTERMIST,,,,,,,9c353e62fd6e3eba
-117.7875138,33.6658884,16492,ROYAL OAK,,,,,,,b7d11e1388febb07
-117.8001397,33.6656863,63,GREENMOOR,,,,,,,aa15da6099762e87
-117.7475827,33.6661268,184,TECHNOLOGY DR,,,,,,,b4c4e9ec863af573
-117.79864,33.6656438,G,GREENMOOR,,,,,,,60479fcc8d3503d8
-117.7995379,33.6655908,81,GREENMOOR,,,,,,,8a9e20cc034b0635
-117.7968774,33.6655607,91,FALLINGSTAR,,,,,,,fe40e53c749d325b
-117.798973,33.6655216,206,GREENMOOR,,,,,,,193b9667cbaadbfb
-117.7988538,33.6654533,G,GREENMOOR,,,,,,,e67d50c16036bc63
-117.7970544,33.6654699,G,GREENMOOR,,,,,,,01cc1a520ca00f89
-117.7970294,33.6653209,G,GREENMOOR,,,,,,,69e138b40a04d127
-117.798946,33.6652833,10,GREENMOOR,,,,,,,fdb3894466777d7e
-117.799443,33.665176,3,GREENMOOR,,,,,,,d7b25506b4753118
-117.795985,33.6652326,133,FALLINGSTAR,,,,,,,f2ba4ccc4d535e05
-117.7985265,33.6651914,18,GREENMOOR,,,,,,,9f32fa93476a22ce
-117.7801401,33.665335,5,ZINNIA,,,,,,,b447497e27258769
-117.7981536,33.6651266,G,GREENMOOR,,,,,,,b33ef667e04e2912
-117.7988536,33.6650966,G,GREENMOOR,,,,,,,9b5a48b759b43915
-117.7968893,33.6654806,89,FALLINGSTAR,,,,,,,318a14bac84da473
-117.7911202,33.6652996,400,SAINT VINCENT,,,,,,,9e2f166d6ccf222d
-117.7970892,33.6653043,G,GREENMOOR,,,,,,,4e0e223a1c2feef7
-117.7997797,33.6652377,17,GREENMOOR,,,,,,,de3e1082df53cf02
-117.7946343,33.6652885,4,SHADOWLEAF,,,,,,,a39f08cc00ee1766
-117.7970745,33.6652017,88,GREENMOOR,,,,,,,0464240fcc13cb77
-117.7989696,33.6651683,6,GREENMOOR,,,,,,,e50bd5a3035850b1
-117.799572,33.6651253,11,GREENMOOR,,,,,,,635b36d13cb453f5
-117.7606766,33.6650687,15776,LAGUNA CANYON RD,,,,,,,ce757d2bc3e44d42
-117.7789025,33.6652424,46,HOLLINWOOD,,,,,,,7be13516a69693ed
-117.7978714,33.6650255,G,GREENMOOR,,,,,,,413e932e642b6d09
-117.797595,33.6649286,66,GREENMOOR,,,,,,,a4151de4eaccab25
-117.7884691,33.6648617,935,SAINT VINCENT,,,,,,,cb9ef3650ca7e839
-117.7798136,33.6650638,2,ZINNIA,,,,,,,ae9843d7c61640be
-117.7809509,33.6649867,71,EAGLECREEK,,,,,,,c1a0d0b9e6a3b1b7
-117.7800045,33.6647943,8,ZINNIA,,,,,,,0621f05e24c4582d
-117.7777021,33.6643888,25,HIGHFIELD GLN,,,,,,,3d20ee587a4fc994
-117.7852284,33.6639782,16,BIRCHWOOD,,,,,,,ac3e13846a2fed83
-117.7800051,33.6639915,32,JAPONICA,,,,,,,94b46f6f93857ada
-117.7851001,33.6638871,14,BIRCHWOOD,,,,,,,3ed48f1f3020e39c
-117.7791621,33.6636889,14,JAPONICA,,,,,,,42e4bac76fa82c8a
-117.7796623,33.6634773,8,JAPONICA,,,,,,,1ec6a9335a09d944
-117.8271356,33.6628091,18182,CULVER DR,,,,,,,4344facbf7e0aaf4
-117.7482697,33.6633261,165,TECHNOLOGY DR,,,,,,,33d1ccb52fad17de
-117.7436316,33.6632751,15375,BARRANCA PKWY,,,,,,,c428ed7964986ec3
-117.8152896,33.6484186,2,WHITEWATER,,,,,,,cc6b9a359da595bb
-117.778942,33.6487135,224,TUBEROSE,,,,,,,58f1897e3d720cf6
-117.7991546,33.6482989,34,MIRADOR,,,,,,,5607b3e2c3ff1c7c
-117.7999596,33.6482407,6,SAN RAMON,,,,,,,4159049524391c1f
-117.7995056,33.6472696,14,DEL REY,,,,,,,b834d588a1294cf7
-117.8102817,33.6427528,12,CARINA,,,,,,,f39c18539ebe1761
-117.8060352,33.6368233,12,SOUTHERN WOOD,,,,,,,fa902f615df728f8
-117.7397058,33.6450746,8717,RESEARCH DR,,,,,,,e75760192155e8a4
-117.7992003,33.6461773,11,BARISTO,,,,,,,f0b3655958e4d5da
-117.8074872,33.645882,5,CHARLOTTE,,,,,,,5591c1482056d0bf
-117.8130719,33.6456666,27,SYCAMORE CRK,,,,,,,e68c40c9763ff4a3
-117.8058189,33.6455782,6,BRIGADIER,,,,,,,4b4c9628334f560a
-117.8026314,33.6455498,7,MERYTON,,,,,,,736dcac0b8211093
-117.8039048,33.645324,5,NIDDEN,,,,,,,041d2704a793525e
-117.810994,33.6450051,8,STILLWATER,,,,,,,0261d339c4b8cb5f
-117.8037038,33.6449097,9,NIDDEN,,,,,,,686d1929c12a752b
-117.8063408,33.6447534,1,LONGBOURN AISLE,,,,,,,2c7d33a8c8dda0d8
-117.8069461,33.6439643,42,BRIGMORE AISLE,,,,,,,1262e8931f385c60
-117.7714117,33.6443106,138,WEATHERVANE,,,,,,,eb46660db7dc1331
-117.7715317,33.6442163,140,WEATHERVANE,,,,,,,a441f8cfb7d3b5db
-117.7380275,33.6444346,8815,RESEARCH DR,,,,,,,fb873408e470837e
-117.8103678,33.6434181,17,AURORA,,,,,,,cb841e6cc4e0754b
-117.7734857,33.6437406,163,WEATHERVANE,,,,,,,2635e91f9bab549f
-117.8034874,33.6433404,262,STONECLIFFE AISLE,,,,,,,ac8b0ac7de012f3f
-117.7754355,33.6435465,110,CAPEBERRY,,,,,,,c0b54c97fcc2d118
-117.8119696,33.6429554,23,CENTAURUS,,,,,,,a6653342fc35fe5f
-117.7761001,33.6432395,102,CAPEBERRY,,,,,,,5cff169942527a87
-117.7756823,33.642879,105,TEAROSE,,,,,,,6b5ce1780cd3badb
-117.7726747,33.6425761,156,TAPESTRY,,,,,,,0fb5c6151d653179
-117.7172048,33.6423989,5,MARCONI,,,,,,,e37b95f3bbda4b37
-117.8096534,33.6420268,10,SIRIUS,,,,,,,856a93318a8b95b0
-117.8045153,33.6418029,233,STONECLIFFE AISLE,,,,,,,ed858975560f88bb
-117.743013,33.6421796,8777,IRVINE CENTER DR,,,,,,,c10943e3289a4ffa
-117.8097686,33.641136,5,SAROS,,,,,,,feab9aad5df1ead1
-117.7188087,33.6418415,7,MARCONI,,,,,,,f814d633fff6271f
-117.8057642,33.6406072,12,GALAXY,,,,,,,1a3c71faa2352d80
-117.8000548,33.6406474,31,MORNING BREEZE,,,,,,,130765d1a3409f3a
-117.798498,33.6405417,8,MORNING SUN,,,,,,,428d7d50296c1ccf
-117.7994202,33.6405437,26,MORNING BREEZE,,,,,,,aecb484eb0a01423
-117.8063223,33.640164,2,TITAN,,,,,,,f0872c1296b350b4
-117.8110856,33.6401188,12,KEPLER,,,,,,,82159a20ce9d8af4
-117.8008657,33.6402185,60,TIDEWIND,,,,,,,ae23a6f8eac6871b
-117.8070476,33.6399678,3,MIRA,,,,,,,3cdd97069f83c03e
-117.8042775,33.6399373,89,HIGHLAND VW,,,,,,,531e5804db6e726f
-117.7232793,33.6406234,15510,ROCKFIELD BLVD,,,,,,,1b1ae76b3b9d2700
-117.7996378,33.639842,14,MORNING BREEZE,,,,,,,ff47ac350581f599
-117.7175757,33.6406526,3,WATSON,,,,,,,e7a97ac369128653
-117.808748,33.639508,3,CORONA,,,,,,,ed760adbf5af2149
-117.8365176,33.6514424,1234,STANFORD,,,,,,,bbd28fa156e46396
-117.8148523,33.6515648,16,DAYSTAR,,,,,,,04d5ea892574f9cd
-117.7199042,33.6519538,9271,JERONIMO RD,,,,,,,96a1aadc439cc21b
-117.7728865,33.6516426,332,QUAIL RDG,,,,,,,ad7f93aa910fe1ae
-117.819825,33.6510856,5,ROCKVIEW,,,,,,,e07dbf163204a2a8
-117.8302296,33.6506021,2,EXETER,,,,,,,2e526e7af5ca0b11
-117.8321771,33.6503691,50,CORNELL,APT. 21,,,,,,22f38a2fd89ee662
-117.8364498,33.6502462,1430,STANFORD,,,,,,,c0c67e81a6755077
-117.8367507,33.6501378,1402,STANFORD,,,,,,,97d84f31c21682c6
-117.8345962,33.6498742,130,BERKELEY,,,,,,,79c367bf1006bc99
-117.8268863,33.6499112,55,DARTMOUTH,,,,,,,2a5ba4d24398ecd1
-117.8278233,33.6497551,31,DARTMOUTH,,,,,,,99f420e7dc8fd7c8
-117.8370602,33.649023,1600,STANFORD,,,,,,,2d20d6e31f40153d
-117.8328879,33.6490579,139,CORNELL,,,,,,,74628fc34e7880cf
-117.8176079,33.649114,25,RAINBOW FALLS,,,,,,,ceda281440c8a73f
-117.8164375,33.6490379,13,COOL BROOK,,,,,,,6ba8216783239e7f
-117.8341633,33.6487258,99,CORNELL,,,,,,,fd04a9a85609f96d
-117.8164526,33.6488976,11,COOL BROOK,,,,,,,3b494f1c753f9590
-117.8350543,33.648443,19,CORNELL,,,,,,,dc20c964b2c8093b
-117.8091865,33.646533,21,RIPPLING STREAM,,,,,,,bcee5faeea781b83
-117.8361721,33.648232,L,BERKELEY,ACCESSORY BL,,,,,,27f85fde348c023a
-117.8149131,33.6482713,1,WHITEWATER,,,,,,,d764f2f2069153b6
-117.8096956,33.6586954,5042,CORKWOOD LN,,,,,,,acee06d2193f2085
-117.80893,33.6618341,4942,HEMLOCK,,,,,,,16dfc7ef05ec71b4
-117.8087855,33.6617673,4952,HEMLOCK,,,,,,,31be85e4cda63a39
-117.8092849,33.6616825,4931,PERSIMMON LN,,,,,,,74f960f99cdca451
-117.8091443,33.6616216,4941,PERSIMMON LN,,,,,,,79a4552f70ed2763
-117.8421914,33.6344902,4,JOYCE CT,,,,,,,1f9c4bbdf4a5c540
-117.8420444,33.6345618,6,JOYCE CT,,,,,,,606f83f39efea88f
-117.8425229,33.6347032,2,HANDEL CT,,,,,,,aa144216d9b0824b
-117.8424008,33.6347786,4,HANDEL CT,,,,,,,b298236ad78b33a0
-117.8354898,33.6390408,5,FROST ST,,,,,,,63a776d453a418a1
-117.8352851,33.638988,7,FROST ST,,,,,,,de1fcfc36458eb4d
-117.8349109,33.6392738,10,FROST ST,,,,,,,e1ed6ad36264d3cb
-117.8404223,33.6364783,30,WHITMAN CT,,,,,,,4ee766c37013e61d
-117.8421972,33.6389537,18,DICKENS CT,,,,,,,5df6dd7cf230d470
-117.8418516,33.6394347,18,CURIE CT,,,,,,,b7901b098d075175
-117.8391099,33.6362339,54,WHITMAN CT,,,,,,,93efa9c6be3e338e
-117.8389337,33.6359803,52,WHITMAN CT,,,,,,,f0303e64227466f2
-117.8403562,33.6375128,14,YOUNG CT,,,,,,,9958923e8882d4ca
-117.8351023,33.64027,4,TWAIN ST,,,,,,,dec4f0182b4145dc
-117.8355501,33.6403141,3,TWAIN ST,,,,,,,52f49995bef55ec2
-117.8326767,33.6391562,41,MURASAKI ST,,,,,,,9a5cd4a7caf6aae3
-117.8336695,33.6378103,48,TWAIN ST,,,,,,,fe03e86e80c92b75
-117.8319693,33.6386684,40,FUERTES ST,,,,,,,5dc1fa26dc033d12
-117.8317603,33.6385811,42,FUERTES ST,,,,,,,84fef015249ecc02
-117.8332757,33.6373038,96,MURASAKI ST,,,,,,,d854ffe55c32cf65
-117.836715,33.6406858,101,RUSSEL CT,,,,,,,4163cdfbdae6111d
-117.828843,33.6578045,6,VISTA,,,,,,,3edf2e19aac9c854
-117.8608258,33.6569096,19722,MACARTHUR BLVD,,,,,,,27e3e92d067facb1
-117.8618339,33.6570927,19762,MACARTHUR BLVD,,,,,,,27005154180817de
-117.7006335,33.6587059,65,PARKER,,,,,,,7c93a590cdef489b
-117.8406681,33.6563741,121,STANFORD,,,,,,,1599c560107b2c4f
-117.8404173,33.6561161,245,STANFORD,,,,,,,f714e0e19ec65c68
-117.7619945,33.6565079,15800,ALTON PKWY,,,,,,,a57ea429d5fbefba
-117.7564341,33.6565837,88,PACIFICA,,,,,,,5193fd86e6fec9aa
-117.8419931,33.6548532,142,STANFORD,,,,,,,06861ffb5ecccdc9
-117.8411061,33.6546391,92,STANFORD,,,,,,,399b617764dfac0e
-117.8404751,33.6546351,62,STANFORD,,,,,,,afe78c7736777ab3
-117.8416443,33.6543973,132,STANFORD,,,,,,,21d27d3efd0c40f3
-117.8382116,33.6542228,28 1/2,VASSAR AISLE,GARAGE,,,,,,53ac0db0514092d2
-117.765265,33.6548282,10,PASTEUR,,,,,,,174541d8d7001038
-117.8205764,33.6542275,198,ROCKVIEW,,,,,,,2cc58aa67b78f336
-117.8143478,33.6542347,16,CHARITY,,,,,,,fe32196a90823201
-117.80773,33.6540649,17,TRINITY,,,,,,,3ed9931f7d5151af
-117.8204112,33.6538663,176,ROCKVIEW,,,,,,,3570a2d29d828e31
-117.8348717,33.6535612,112,AMHERST AISLE,,,,,,,7f76164b5d557ce0
-117.8063152,33.6539197,22,ASCENSION,,,,,,,51d99b030429d1bc
-117.8205541,33.6536322,156,ROCKVIEW,,,,,,,58d538698125f7f4
-117.8340874,33.6532621,139,AMHERST AISLE,,,,,,,221a542cc1292906
-117.806651,33.6535578,27,ASCENSION,,,,,,,7f4e746261285a8e
-117.7972051,33.6650012,70,GREENMOOR,,,,,,,d89d6511f6809666
-117.7889816,33.6650018,842,SAINT VINCENT,,,,,,,579b09b431733804
-117.7957857,33.6649824,25,FALLINGSTAR,,,,,,,2ba29da4239b849a
-117.7945999,33.6648817,29,SPRINGFLOWER,,,,,,,94ab765358d1bd76
-117.7886032,33.6644897,908,SAINT VINCENT,,,,,,,1e25e3a3bbb9bb08
-117.7915676,33.6643412,618,SAINT VINCENT,,,,,,,85d073ea37eec96f
-117.7910854,33.6641897,622,SAINT VINCENT,,,,,,,c4084010c95ec7bb
-117.7794838,33.6642888,22,JAPONICA,,,,,,,c54803ed71058e14
-117.7472103,33.6642484,173,TECHNOLOGY DR,,,,,,,5d54a6b8e8b3b936
-117.7527235,33.6636756,7525,IRVINE CENTER DR,,,,,,,e325559b8ecdf398
-117.7802825,33.6629465,6,MEDLAR,,,,,,,e5adf07980f774c9
-117.776642,33.6627435,628,OAKGLEN,,,,,,,d80d4c1072f54530
-117.7769151,33.6628141,699,OAKGLEN,,,,,,,ef29fce75f275e92
-117.7752975,33.6624658,528,OAKGLEN,,,,,,,f98cb8d4062f56c6
-117.7453327,33.6622685,125,TECHNOLOGY DR,,,,,,,3c7f48cf0642b4ab
-117.8245785,33.6610422,25,MAYAPPLE WAY,,,,,,,9acd1aec84b0531d
-117.7809266,33.6612096,14,KELSEY LN,,,,,,,f0819cb5092cd0b7
-117.7053505,33.6617882,3,MUSICK,,,,,,,806a17ecfc174b36
-117.7798279,33.6609277,33,PEMBROKE,,,,,,,1be45314c178f924
-117.7799297,33.6608387,31,PEMBROKE,,,,,,,5f07c54969156598
-117.8047281,33.6602588,17492,ROSA DREW LN,,,,,,,0086e8684d6dbab5
-117.8353233,33.6595736,23,PALOS,,,,,,,ef1d6ea14c04a035
-117.8044853,33.659501,5238,MICHELSON DR,,,,,,,7a9abeffe01fe204
-117.8294374,33.6591626,13,SOLANA,,,,,,,c7f0802794d0e43e
-117.741228,33.659618,80,TECHNOLOGY DR W,,,,,,,2ee25e3f76644ac3
-117.8357726,33.6587073,30,ARBOLES,,,,,,,cd67347520113b76
-117.834283,33.6587214,21,VIEJO,,,,,,,9629b63b5e5268ce
-117.8066314,33.6588429,17616,ROSA DREW LN,,,,,,,a5723d0ca6eaab81
-117.7516848,33.659283,2,VENTURE,,,,,,,29b8e42463133d5c
-117.8054457,33.6586966,17618,ROSA DREW LN,,,,,,,f7f969fc6d3eedf9
-117.8342889,33.6583215,57,MONTANAS ESTE,,,,,,,9b73baec3856160f
-117.8052843,33.6586126,17618,ROSA DREW LN,,,,,,,435a113271595aba
-117.7705358,33.6587457,16261,LAGUNA CANYON RD,,,,,,,3c1471aba6df71a1
-117.7374104,33.6589658,15339,BARRANCA PKWY,,,,,,,25dac886a8e4725a
-117.8618974,33.6573988,19752,MACARTHUR BLVD,,,,,,,c4da688c89536ee6
-117.8393947,33.6569257,61,STANFORD,,,,,,,05dab8a335b6a67b
-117.8617159,33.6563331,19772,MACARTHUR BLVD,,,,,,,93cd56f84214fa80
-117.8393844,33.6558866,11,STANFORD,,,,,,,9ee567fddd6b4999
-117.7661917,33.6563698,6,JENNER,,,,,,,5c2edd551b98a66c
-117.767882,33.6555039,3,JENNER,,,,,,,55fe7dfd05f165f4
-117.8144638,33.655161,3,CHARITY,,,,,,,e5ea54be295aada7
-117.8077355,33.6550913,1540,CONCORDIA,,,,,,,b8536d0532675915
-117.8146851,33.6547169,9,CHARITY,,,,,,,3f860c3998971991
-117.8402922,33.6542198,596,STANFORD,,,,,,,3cee42031bc2f080
-117.7801936,33.6548823,6511,QUAIL HILL PKWY,,,,,,,989db3783b176d6d
-117.7348704,33.6551158,36,MAUCHLY,,,,,,,f01d38f2ac324cbb
-117.8319929,33.6539378,19091,HARVARD AVE,SUITE 144,,,,,,13328c3bd4373b6b
-117.796216,33.6678628,G,FALLINGSTAR,,,,,,,8cba1514ffa3d165
-117.8090212,33.6676775,G,HONEYSUCKLE,,,,,,,2b796e73ccff7ab1
-117.7802073,33.6679061,3507,ASPEN GROVE,,,,,,,a2f8d0e8cb0261ab
-117.8097459,33.667558,G,FIELDFLOWER,,,,,,,26a5b164e31c747d
-117.8016408,33.6676356,506,E YALE LOOP,,,,,,,9a3e65836ba841cd
-117.7959507,33.6676683,G,E YALE LOOP,,,,,,,37e46987d623b330
-117.7987633,33.6675943,248,GREENMOOR,,,,,,,8327f14d9012a160
-117.809713,33.6674035,4,FIELDFLOWER,,,,,,,f6e8d7a91dd51a4f
-117.8117338,33.667367,3,WEEPINGWOOD,,,,,,,f90aca652756d8a7
-117.8260897,33.6672291,3900,PARKVIEW LN,,,,,,,183e8dbac4eb6cc1
-117.7987988,33.6674789,246,GREENMOOR,,,,,,,73113c101f9a31d0
-117.8047327,33.6668235,51,SUMMERFIELD,,,,,,,57157ec6a7d041ba
-117.7797806,33.6675975,3601,ORANGEWOOD,,,,,,,a2b01bebc1df2173
-117.7999027,33.6673651,484,E YALE LOOP,,,,,,,8cec8ae53a9bbbcc
-117.7969547,33.6673454,8,SAND,,,,,,,bb8c349014133ba8
-117.7972314,33.6673113,4,SAND,,,,,,,b47755269d922a20
-117.8073736,33.6671747,10,THUNDER RUN,,,,,,,6fc74e1e779a58d8
-117.7988223,33.6672551,242,GREENMOOR,,,,,,,30850f27c7d95641
-117.7949406,33.6672599,423,E YALE LOOP,,,,,,,335b133704cbba93
-117.7985337,33.6671517,24,HICKORY,,,,,,,456a33b7741146ac
-117.8088226,33.6669043,126,CLEARBROOK,,,,,,,1862287ac8a5f991
-117.7897898,33.6670957,108,SONOMA AISLE,,,,,,,b56a91776d84b55f
-117.8270758,33.6666617,3900,PARKVIEW LN,,,,,,,5e1a93784787b689
-117.8093936,33.6666409,102,CLEARBROOK,,,,,,,84308567613e4c1f
-117.7194259,33.6537676,19,HUGHES,,,,,,,4bf46222cff871b9
-117.8063031,33.6529483,36,ASCENSION,,,,,,,06e9a700b5ae130e
-117.7173353,33.6538751,18,HUGHES,,,,,,,1c9f5787b0826111
-117.8291263,33.6524576,60,GEORGETOWN,MODEL HOME,,,,,,4b88ff0be434c9b4
-117.8387246,33.6521769,1164,STANFORD,,,,,,,a99e8bdd35ab3d6a
-117.8146967,33.65235,18,FAITH,,,,,,,08b7af195c2bbadd
-117.8378532,33.652009,1104,STANFORD,,,,,,,e7f6ad41539e0da3
-117.7176248,33.6531715,16,HUGHES,,,,,,,334f76ec918ebf8e
-117.8073051,33.6521974,15,BLESSING,,,,,,,6cdb4ae2785da2d6
-117.8084048,33.65197,2,BLESSING,,,,,,,87c6992b3080b6f6
-117.8077318,33.6518273,12,BLESSING,,,,,,,d3abbe7f248d34c0
-117.8313951,33.6510371,21,CALIFORNIA AVE,APTS.,,,,,,4fb69efc6b87bdf2
-117.735377,33.652092,15295,ALTON PKWY,,,,,,,7d345781764943b9
-117.8184267,33.6508719,9,HILLGATE,,,,,,,a38ca20e5a8a55bc
-117.834944,33.6506178,212,BERKELEY,,,,,,,15f0a8a17db40341
-117.8366368,33.6503841,1434,STANFORD,,,,,,,b8c98e35ff9a1f13
-117.8325656,33.6503983,50,CORNELL,APT. 15,,,,,,821a37204e09e5c5
-117.8329766,33.6500521,50,CORNELL,APT. 6,,,,,,ad9b7536ee294d39
-117.8307321,33.6499004,4547,CAMPUS DR,,,,,,,4b39113a8c3c18dd
-117.8359729,33.6495909,1358,STANFORD,,,,,,,ca562a17496f34b3
-117.7380461,33.6501205,19,TECHNOLOGY DR W,,,,,,,e43b7e8e9f6b7a57
-117.8357204,33.6489631,121,BERKELEY,,,,,,,09988eb7b313d8a0
-117.8168371,33.64922,32,RAINBOW FALLS,,,,,,,42ecea4a7bfe6124
-117.8328043,33.648587,163,CORNELL,,,,,,,40a00e5ee12b73f0
-117.8271737,33.6624256,18182,CULVER DR,,,,,,,727c19e23c614363
-117.7465525,33.6631051,153,TECHNOLOGY DR,,,,,,,95ac985aa7233db3
-117.7509902,33.6628331,7545,IRVINE CENTER DR,,,,,,,69bf90b62afe9145
-117.7412289,33.6623202,15375,BARRANCA PKWY,,,,,,,7c8a932f89785ef1
-117.7467403,33.6619848,133,TECHNOLOGY DR,,,,,,,27849eb5a0f2e4ba
-117.7407469,33.6617013,15365,BARRANCA PKWY,,,,,,,38b1054c1d9a6abc
-117.8349056,33.6598112,8,PALOS,,,,,,,0801238e7a829566
-117.7797879,33.66022,26,PEMBROKE,,,,,,,e60eb499ed52f1c4
-117.8344292,33.6594785,4,VIEJO,,,,,,,c69fed87aae10cbd
-117.8363371,33.659446,21,FLORES,,,,,,,12677ac4106a3d4f
-117.840127,33.6589121,18700,HARVARD AVE,,,,,,,f09fa7bb451d22f5
-117.835145,33.6591007,5,PALOS,,,,,,,66ae514bf07f76be
-117.8346943,33.6591143,10,VIEJO,,,,,,,597780b0e65cf49d
-117.8290566,33.6591515,12,SOLANA,,,,,,,faec132d612b06bb
-117.7013209,33.6604949,12,HAMMOND,,,,,,,7125cfc99d755f63
-117.8285567,33.6588737,17,RANA,,,,,,,dc106de52931250e
-117.8290552,33.6588424,2,SOLANA,,,,,,,6b80093cbf74a2fa
-117.8611089,33.6580729,19712,MACARTHUR BLVD,,,,,,,8cafa42e98038487
-117.8349925,33.6585705,52,ARBOLES,,,,,,,284e5106b05d0026
-117.7705114,33.6590852,16259,LAGUNA CANYON RD,,,,,,,5e453da1812fb223
-117.8124492,33.6586577,8,BROADLEAF,,,,,,,6339c059b9fbe4c0
-117.8186119,33.6584762,13,GUNNISON,,,,,,,f480a4feaf1fa965
